id,opened,symbol,strategy,expiry,legs_json,net_credit,max_loss,qty,status,settle_spot,pnl_gross,fees,pnl_net,closed,context
BTC-iron_condor-20260816042013,2026-08-16T04:20:13.944017,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63400.0, ""side"": -1, ""entry_premium"": 8.5165974, ""symbol"": ""C-BTC-63400-160826""}, {""type"": ""call"", ""strike"": 64600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64600-160826""}, {""type"": ""put"", ""strike"": 63000.0, ""side"": -1, ""entry_premium"": 28.17861689, ""symbol"": ""P-BTC-63000-160826""}, {""type"": ""put"", ""strike"": 61800.0, ""side"": 1, ""entry_premium"": 0.19865905, ""symbol"": ""P-BTC-61800-160826""}]",0.0364,1.1636,90,settled,63156.6,0.0364,0.0015,0.0349,2026-08-16,"{""entry_spot"": 63156.6, ""entry_iv"": 11.4, ""qty"": 90, ""pop"": 0.567, ""why"": ""IV rank 29% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0, ""net_theta"": 0.2306, ""net_vega"": -0.0109, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.73, ""max_pain"": 63000.0, ""skew"": 1.7, ""support"": 63000.0, ""resistance"": 64000.0}"
ETH-iron_condor-20260816042015,2026-08-16T04:20:15.952977,ETH,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 1890.0, ""side"": -1, ""entry_premium"": 1.47887864, ""symbol"": ""C-ETH-1890-160826""}, {""type"": ""call"", ""strike"": 1930.0, ""side"": 1, ""entry_premium"": 0.05623324, ""symbol"": ""C-ETH-1930-160826""}, {""type"": ""put"", ""strike"": 1870.0, ""side"": -1, ""entry_premium"": 0.30805531, ""symbol"": ""P-ETH-1870-160826""}, {""type"": ""put"", ""strike"": 1830.0, ""side"": 1, ""entry_premium"": 0.05353914, ""symbol"": ""P-ETH-1830-160826""}]",0.0168,0.3832,260,settled,1883.84,0.0168,0.0008,0.016,2026-08-16,"{""entry_spot"": 1883.84, ""entry_iv"": 19.1, ""qty"": 260, ""pop"": 0.668, ""why"": ""IV rank 50% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0019, ""net_theta"": 0.0545, ""net_vega"": -0.0023, ""net_gamma"": -0.00046, ""bias"": ""Neutral"", ""pcr"": 0.9, ""max_pain"": 1880.0, ""skew"": -0.3, ""support"": 1860.0, ""resistance"": 1940.0}"
BTC-iron_condor-20260816045940,2026-08-16T04:59:40.915972,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63200.0, ""side"": -1, ""entry_premium"": 28.473872, ""symbol"": ""C-BTC-63200-160826""}, {""type"": ""call"", ""strike"": 64400.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64400-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 17.30254936, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.12944442, ""symbol"": ""P-BTC-61600-160826""}]",0.0455,1.1545,90,settled,63086.7,0.0455,0.0019,0.0436,2026-08-16,"{""entry_spot"": 63086.7, ""entry_iv"": 11.95, ""qty"": 90, ""pop"": 0.612, ""why"": ""IV rank 29% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0001, ""net_theta"": 0.1866, ""net_vega"": -0.0095, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.73, ""max_pain"": 63000.0, ""skew"": 2.9, ""support"": 63000.0, ""resistance"": 64000.0}"
ETH-iron_condor-20260816045943,2026-08-16T04:59:43.412397,ETH,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 1890.0, ""side"": -1, ""entry_premium"": 0.93393697, ""symbol"": ""C-ETH-1890-160826""}, {""type"": ""call"", ""strike"": 1930.0, ""side"": 1, ""entry_premium"": 0.05627539, ""symbol"": ""C-ETH-1930-160826""}, {""type"": ""put"", ""strike"": 1870.0, ""side"": -1, ""entry_premium"": 0.42685102, ""symbol"": ""P-ETH-1870-160826""}, {""type"": ""put"", ""strike"": 1830.0, ""side"": 1, ""entry_premium"": 0.05348057, ""symbol"": ""P-ETH-1830-160826""}]",0.0125,0.3875,260,settled,1881.82,0.0125,0.0006,0.0119,2026-08-16,"{""entry_spot"": 1881.82, ""entry_iv"": 18.5, ""qty"": 260, ""pop"": 0.717, ""why"": ""IV rank 50% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0009, ""net_theta"": 0.0529, ""net_vega"": -0.0021, ""net_gamma"": -0.00046, ""bias"": ""Neutral"", ""pcr"": 0.89, ""max_pain"": 1880.0, ""skew"": 0.3, ""support"": 1860.0, ""resistance"": 1940.0}"
BTC-iron_condor-20260816053456,2026-08-16T05:34:56.067400,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63400.0, ""side"": -1, ""entry_premium"": 16.93011775, ""symbol"": ""C-BTC-63400-160826""}, {""type"": ""call"", ""strike"": 64600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64600-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 28.33291607, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""P-BTC-61600-160826""}]",0.0451,1.1549,90,settled,63069.2,0.0451,0.0019,0.0432,2026-08-16,"{""entry_spot"": 63069.2, ""entry_iv"": 14.15, ""qty"": 90, ""pop"": 0.7, ""why"": ""IV rank 57% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.2484, ""net_vega"": -0.0079, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.72, ""max_pain"": 63000.0, ""skew"": 0.8, ""support"": 63000.0, ""resistance"": 64000.0}"
ETH-iron_condor-20260816053458,2026-08-16T05:34:58.198337,ETH,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 1890.0, ""side"": -1, ""entry_premium"": 0.69803091, ""symbol"": ""C-ETH-1890-160826""}, {""type"": ""call"", ""strike"": 1930.0, ""side"": 1, ""entry_premium"": 0.054654, ""symbol"": ""C-ETH-1930-160826""}, {""type"": ""put"", ""strike"": 1870.0, ""side"": -1, ""entry_premium"": 0.39970884, ""symbol"": ""P-ETH-1870-160826""}, {""type"": ""put"", ""strike"": 1830.0, ""side"": 1, ""entry_premium"": 0.05473805, ""symbol"": ""P-ETH-1830-160826""}]",0.0099,0.3901,260,settled,1880.98,0.0099,0.0005,0.0094,2026-08-16,"{""entry_spot"": 1880.98, ""entry_iv"": 17.45, ""qty"": 260, ""pop"": 0.748, ""why"": ""IV rank 36% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0005, ""net_theta"": 0.0497, ""net_vega"": -0.0019, ""net_gamma"": -0.00045, ""bias"": ""Neutral"", ""pcr"": 0.88, ""max_pain"": 1880.0, ""skew"": -0.2, ""support"": 1860.0, ""resistance"": 1940.0}"
BTC-iron_condor-20260816060011,2026-08-16T06:00:11.199211,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63400.0, ""side"": -1, ""entry_premium"": 15.52582174, ""symbol"": ""C-BTC-63400-160826""}, {""type"": ""call"", ""strike"": 64600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64600-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 27.13370882, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""P-BTC-61600-160826""}]",0.0425,1.1575,90,settled,63063.3,0.0425,0.0018,0.0407,2026-08-16,"{""entry_spot"": 63063.3, ""entry_iv"": 12.05, ""qty"": 90, ""pop"": 0.709, ""why"": ""IV rank 29% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.2549, ""net_vega"": -0.0075, ""net_gamma"": -0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 0.72, ""max_pain"": 63000.0, ""skew"": 5.2, ""support"": 63000.0, ""resistance"": 64000.0}"
ETH-iron_condor-20260816060013,2026-08-16T06:00:13.410368,ETH,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 1890.0, ""side"": -1, ""entry_premium"": 0.44404405, ""symbol"": ""C-ETH-1890-160826""}, {""type"": ""call"", ""strike"": 1930.0, ""side"": 1, ""entry_premium"": 0.05270438, ""symbol"": ""C-ETH-1930-160826""}, {""type"": ""put"", ""strike"": 1870.0, ""side"": -1, ""entry_premium"": 0.45376906, ""symbol"": ""P-ETH-1870-160826""}, {""type"": ""put"", ""strike"": 1830.0, ""side"": 1, ""entry_premium"": 0.0566885, ""symbol"": ""P-ETH-1830-160826""}]",0.0079,0.3921,260,settled,1879.87,0.0079,0.0004,0.0075,2026-08-16,"{""entry_spot"": 1879.87, ""entry_iv"": 16.55, ""qty"": 260, ""pop"": 0.774, ""why"": ""IV rank 36% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": 0.0447, ""net_vega"": -0.0017, ""net_gamma"": -0.00044, ""bias"": ""Neutral"", ""pcr"": 0.86, ""max_pain"": 1880.0, ""skew"": 0.1, ""support"": 1860.0, ""resistance"": 1940.0}"
BTC-iron_condor-20260816065309,2026-08-16T06:53:09.809431,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63400.0, ""side"": -1, ""entry_premium"": 12.35100243, ""symbol"": ""C-BTC-63400-160826""}, {""type"": ""call"", ""strike"": 64600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64600-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 22.25738817, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""P-BTC-61600-160826""}]",0.0344,1.1656,90,settled,63071.7,0.0344,0.0014,0.033,2026-08-16,"{""entry_spot"": 63071.7, ""entry_iv"": 13.1, ""qty"": 90, ""pop"": 0.742, ""why"": ""IV rank 50% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.259, ""net_vega"": -0.0064, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.71, ""max_pain"": 63000.0, ""skew"": 0.8, ""support"": 63000.0, ""resistance"": 64000.0}"
ETH-iron_condor-20260816065312,2026-08-16T06:53:12.008924,ETH,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 1890.0, ""side"": -1, ""entry_premium"": 0.39965993, ""symbol"": ""C-ETH-1890-160826""}, {""type"": ""call"", ""strike"": 1930.0, ""side"": 1, ""entry_premium"": 0.0538282, ""symbol"": ""C-ETH-1930-160826""}, {""type"": ""put"", ""strike"": 1870.0, ""side"": -1, ""entry_premium"": 0.29799038, ""symbol"": ""P-ETH-1870-160826""}, {""type"": ""put"", ""strike"": 1830.0, ""side"": 1, ""entry_premium"": 0.05453229, ""symbol"": ""P-ETH-1830-160826""}]",0.0059,0.3941,250,settled,1880.63,0.0059,0.0003,0.0056,2026-08-16,"{""entry_spot"": 1880.63, ""entry_iv"": 15.25, ""qty"": 250, ""pop"": 0.806, ""why"": ""IV rank 36% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0002, ""net_theta"": 0.0404, ""net_vega"": -0.0014, ""net_gamma"": -0.00043, ""bias"": ""Neutral"", ""pcr"": 0.83, ""max_pain"": 1880.0, ""skew"": 0.5, ""support"": 1860.0, ""resistance"": 1940.0}"
BTC-iron_condor-20260816072647,2026-08-16T07:26:47.988254,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63400.0, ""side"": -1, ""entry_premium"": 8.44035236, ""symbol"": ""C-BTC-63400-160826""}, {""type"": ""call"", ""strike"": 64600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64600-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 19.15699749, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""P-BTC-61600-160826""}]",0.0274,1.1726,90,settled,63061.0,0.0274,0.0011,0.0262,2026-08-16,"{""entry_spot"": 63061.0, ""entry_iv"": 12.35, ""qty"": 90, ""pop"": 0.774, ""why"": ""IV rank 36% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.2444, ""net_vega"": -0.0054, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.72, ""max_pain"": 63000.0, ""skew"": 0.8, ""support"": 63000.0, ""resistance"": 64000.0}"
ETH-iron_condor-20260816072650,2026-08-16T07:26:50.113908,ETH,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 1890.0, ""side"": -1, ""entry_premium"": 0.41464846, ""symbol"": ""C-ETH-1890-160826""}, {""type"": ""call"", ""strike"": 1930.0, ""side"": 1, ""entry_premium"": 0.04028017, ""symbol"": ""C-ETH-1930-160826""}, {""type"": ""put"", ""strike"": 1870.0, ""side"": -1, ""entry_premium"": 0.16061219, ""symbol"": ""P-ETH-1870-160826""}, {""type"": ""put"", ""strike"": 1830.0, ""side"": 1, ""entry_premium"": 0.05354382, ""symbol"": ""P-ETH-1830-160826""}]",0.0048,0.3952,250,settled,1881.74,0.0048,0.0003,0.0045,2026-08-16,"{""entry_spot"": 1881.74, ""entry_iv"": 14.1, ""qty"": 250, ""pop"": 0.831, ""why"": ""IV rank 29% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0007, ""net_theta"": 0.0348, ""net_vega"": -0.0011, ""net_gamma"": -0.00041, ""bias"": ""Neutral"", ""pcr"": 0.88, ""max_pain"": 1880.0, ""skew"": 0.0, ""support"": 1860.0, ""resistance"": 1940.0}"
BTC-iron_condor-20260816075407,2026-08-16T07:54:07.680800,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63400.0, ""side"": -1, ""entry_premium"": 7.33469791, ""symbol"": ""C-BTC-63400-160826""}, {""type"": ""call"", ""strike"": 64600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64600-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 16.46095472, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""P-BTC-61600-160826""}]",0.0236,1.1764,90,settled,63058.7,0.0236,0.001,0.0226,2026-08-16,"{""entry_spot"": 63058.7, ""entry_iv"": 11.55, ""qty"": 90, ""pop"": 0.792, ""why"": ""IV rank 29% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.2444, ""net_vega"": -0.0048, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.72, ""max_pain"": 63000.0, ""skew"": 0.6, ""support"": 63000.0, ""resistance"": 64000.0}"
BTC-iron_condor-20260816082314,2026-08-16T08:23:14.745826,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63200.0, ""side"": -1, ""entry_premium"": 16.21939551, ""symbol"": ""C-BTC-63200-160826""}, {""type"": ""call"", ""strike"": 64400.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64400-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 2.27819883, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""P-BTC-61600-160826""}]",0.0183,1.1817,80,settled,63062.1,0.0183,0.0008,0.0175,2026-08-16,"{""entry_spot"": 63062.1, ""entry_iv"": 8.6, ""qty"": 80, ""pop"": 0.775, ""why"": ""IV rank 29% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0002, ""net_theta"": 0.1785, ""net_vega"": -0.0045, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.71, ""max_pain"": 63000.0, ""skew"": -0.5, ""support"": 63000.0, ""resistance"": 64000.0}"
BTC-iron_condor-20260816085549,2026-08-16T08:55:49.546549,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63200.0, ""side"": -1, ""entry_premium"": 26.87576221, ""symbol"": ""C-BTC-63200-160826""}, {""type"": ""call"", ""strike"": 64400.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64400-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 7.13515083, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""P-BTC-61600-160826""}]",0.0338,1.1662,90,settled,63069.6,0.0338,0.0014,0.0324,2026-08-16,"{""entry_spot"": 63069.6, ""entry_iv"": 9.45, ""qty"": 90, ""pop"": 0.675, ""why"": ""IV rank 29% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0002, ""net_theta"": 0.341, ""net_vega"": -0.0055, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.72, ""max_pain"": 63000.0, ""skew"": 0.2, ""support"": 63000.0, ""resistance"": 64000.0}"
BTC-iron_condor-20260816092405,2026-08-16T09:24:05.459330,BTC,iron_condor,2026-08-16,"[{""type"": ""call"", ""strike"": 63200.0, ""side"": -1, ""entry_premium"": 21.2894918, ""symbol"": ""C-BTC-63200-160826""}, {""type"": ""call"", ""strike"": 64400.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64400-160826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 5.03400625, ""symbol"": ""P-BTC-62800-160826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""P-BTC-61600-160826""}]",0.0261,1.1739,90,settled,63068.9,0.0261,0.0011,0.025,2026-08-16,"{""entry_spot"": 63068.9, ""entry_iv"": 8.65, ""qty"": 90, ""pop"": 0.715, ""why"": ""IV rank 29% \u2014 default sell"", ""expiry_type"": ""daily"", ""net_delta"": -0.0002, ""net_theta"": 0.3346, ""net_vega"": -0.0046, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.72, ""max_pain"": 63000.0, ""skew"": 0.3, ""support"": 63000.0, ""resistance"": 64000.0}"
BTC-iron_condor-20260816124921,2026-08-16T12:49:21.359344,BTC,iron_condor,2026-08-17,"[{""type"": ""call"", ""strike"": 63600.0, ""side"": -1, ""entry_premium"": 42.58025343, ""symbol"": ""C-BTC-63600-170826""}, {""type"": ""call"", ""strike"": 64800.0, ""side"": 1, ""entry_premium"": 3.06466942, ""symbol"": ""C-BTC-64800-170826""}, {""type"": ""put"", ""strike"": 62400.0, ""side"": -1, ""entry_premium"": 49.29554583, ""symbol"": ""P-BTC-62400-170826""}, {""type"": ""put"", ""strike"": 61200.0, ""side"": 1, ""entry_premium"": 5.86976796, ""symbol"": ""P-BTC-61200-170826""}]",0.0829,1.1171,90,settled,63138.6,0.0829,0.0042,0.0788,2026-08-17,"{""entry_spot"": 63007.1, ""entry_iv"": 18.6, ""qty"": 90, ""pop"": 0.697, ""why"": ""IV rank 86% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": 0.1092, ""net_vega"": -0.0128, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.7, ""max_pain"": 63000.0, ""skew"": 1.5, ""support"": 61600.0, ""resistance"": 64800.0}"
ETH-iron_condor-20260816124923,2026-08-16T12:49:23.257857,ETH,iron_condor,2026-08-17,"[{""type"": ""call"", ""strike"": 1910.0, ""side"": -1, ""entry_premium"": 1.74892732, ""symbol"": ""C-ETH-1910-170826""}, {""type"": ""call"", ""strike"": 1940.0, ""side"": 1, ""entry_premium"": 0.29938126, ""symbol"": ""C-ETH-1940-170826""}, {""type"": ""put"", ""strike"": 1850.0, ""side"": -1, ""entry_premium"": 1.84945036, ""symbol"": ""P-ETH-1850-170826""}, {""type"": ""put"", ""strike"": 1820.0, ""side"": 1, ""entry_premium"": 0.29967517, ""symbol"": ""P-ETH-1820-170826""}]",0.03,0.27,370,settled,1891.03,0.03,0.0017,0.0283,2026-08-17,"{""entry_spot"": 1879.7, ""entry_iv"": 27.1, ""qty"": 370, ""pop"": 0.735, ""why"": ""IV rank 86% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": 0.0408, ""net_vega"": -0.003, ""net_gamma"": -0.00012, ""bias"": ""Neutral"", ""pcr"": 0.87, ""max_pain"": 1880.0, ""skew"": 0.6, ""support"": 1840.0, ""resistance"": 2000.0}"
BTC-iron_condor-20260817023355,2026-08-17T02:33:55.496360,BTC,iron_condor,2026-08-17,"[{""type"": ""call"", ""strike"": 63800.0, ""side"": -1, ""entry_premium"": 24.87978165, ""symbol"": ""C-BTC-63800-170826""}, {""type"": ""call"", ""strike"": 64800.0, ""side"": 1, ""entry_premium"": 0.56196903, ""symbol"": ""C-BTC-64800-170826""}, {""type"": ""put"", ""strike"": 62800.0, ""side"": -1, ""entry_premium"": 27.69478719, ""symbol"": ""P-BTC-62800-170826""}, {""type"": ""put"", ""strike"": 61600.0, ""side"": 1, ""entry_premium"": 0.65218264, ""symbol"": ""P-BTC-61600-170826""}]",0.0514,1.1486,90,settled,63320.0,0.0514,0.0022,0.0491,2026-08-17,"{""entry_spot"": 63320.0, ""entry_iv"": 24.3, ""qty"": 90, ""pop"": 0.754, ""why"": ""IV rank 100% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": 0.2092, ""net_vega"": -0.0081, ""net_gamma"": -0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 0.91, ""max_pain"": 63000.0, ""skew"": 1.4, ""support"": 62000.0, ""resistance"": 64800.0}"
ETH-iron_condor-20260817023358,2026-08-17T02:33:58.002614,ETH,iron_condor,2026-08-17,"[{""type"": ""call"", ""strike"": 1910.0, ""side"": -1, ""entry_premium"": 2.23948007, ""symbol"": ""C-ETH-1910-170826""}, {""type"": ""call"", ""strike"": 1940.0, ""side"": 1, ""entry_premium"": 0.09430898, ""symbol"": ""C-ETH-1940-170826""}, {""type"": ""put"", ""strike"": 1880.0, ""side"": -1, ""entry_premium"": 2.10019915, ""symbol"": ""P-ETH-1880-170826""}, {""type"": ""put"", ""strike"": 1840.0, ""side"": 1, ""entry_premium"": 0.11388487, ""symbol"": ""P-ETH-1840-170826""}]",0.0413,0.3587,280,settled,1895.12,0.0413,0.0019,0.0394,2026-08-17,"{""entry_spot"": 1895.12, ""entry_iv"": 36.85, ""qty"": 280, ""pop"": 0.58, ""why"": ""IV rank 100% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": -0.0001, ""net_theta"": 0.1161, ""net_vega"": -0.0032, ""net_gamma"": -0.00028, ""bias"": ""Neutral"", ""pcr"": 0.89, ""max_pain"": 1890.0, ""skew"": -0.1, ""support"": 1840.0, ""resistance"": 2000.0}"
BTC-iron_condor-20260817033217,2026-08-17T03:32:17.835803,BTC,iron_condor,2026-08-17,"[{""type"": ""call"", ""strike"": 63800.0, ""side"": -1, ""entry_premium"": 22.84788729, ""symbol"": ""C-BTC-63800-170826""}, {""type"": ""call"", ""strike"": 64800.0, ""side"": 1, ""entry_premium"": 3.52214713, ""symbol"": ""C-BTC-64800-170826""}, {""type"": ""put"", ""strike"": 63000.0, ""side"": -1, ""entry_premium"": 41.48380143, ""symbol"": ""P-BTC-63000-170826""}, {""type"": ""put"", ""strike"": 61800.0, ""side"": 1, ""entry_premium"": 1.05069262, ""symbol"": ""P-BTC-61800-170826""}]",0.0598,1.1402,90,settled,63347.2,0.0598,0.0028,0.0569,2026-08-17,"{""entry_spot"": 63347.2, ""entry_iv"": 22.7, ""qty"": 90, ""pop"": 0.689, ""why"": ""IV rank 93% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.2134, ""net_vega"": -0.0082, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.97, ""max_pain"": 63200.0, ""skew"": 1.4, ""support"": 61600.0, ""resistance"": 64800.0}"
ETH-iron_condor-20260817033219,2026-08-17T03:32:19.778646,ETH,iron_condor,2026-08-17,"[{""type"": ""call"", ""strike"": 1920.0, ""side"": -1, ""entry_premium"": 0.9020235, ""symbol"": ""C-ETH-1920-170826""}, {""type"": ""call"", ""strike"": 1960.0, ""side"": 1, ""entry_premium"": 0.05474203, ""symbol"": ""C-ETH-1960-170826""}, {""type"": ""put"", ""strike"": 1880.0, ""side"": -1, ""entry_premium"": 1.24241519, ""symbol"": ""P-ETH-1880-170826""}, {""type"": ""put"", ""strike"": 1840.0, ""side"": 1, ""entry_premium"": 0.05496652, ""symbol"": ""P-ETH-1840-170826""}]",0.0203,0.3797,260,settled,1898.12,0.0203,0.0009,0.0194,2026-08-17,"{""entry_spot"": 1898.12, ""entry_iv"": 34.3, ""qty"": 260, ""pop"": 0.75, ""why"": ""IV rank 93% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0003, ""net_theta"": 0.0871, ""net_vega"": -0.0022, ""net_gamma"": -0.00022, ""bias"": ""Neutral"", ""pcr"": 0.89, ""max_pain"": 1890.0, ""skew"": -0.6, ""support"": 1840.0, ""resistance"": 2000.0}"
BTC-iron_condor-20260817042507,2026-08-17T04:25:07.270511,BTC,iron_condor,2026-08-17,"[{""type"": ""call"", ""strike"": 63800.0, ""side"": -1, ""entry_premium"": 39.1097509, ""symbol"": ""C-BTC-63800-170826""}, {""type"": ""call"", ""strike"": 65000.0, ""side"": 1, ""entry_premium"": 0.49943728, ""symbol"": ""C-BTC-65000-170826""}, {""type"": ""put"", ""strike"": 63200.0, ""side"": -1, ""entry_premium"": 45.02242559, ""symbol"": ""P-BTC-63200-170826""}, {""type"": ""put"", ""strike"": 62000.0, ""side"": 1, ""entry_premium"": 0.59983334, ""symbol"": ""P-BTC-62000-170826""}]",0.083,1.117,90,settled,63493.1,0.083,0.0035,0.0795,2026-08-17,"{""entry_spot"": 63493.1, ""entry_iv"": 21.65, ""qty"": 90, ""pop"": 0.59, ""why"": ""IV rank 93% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": 0.3099, ""net_vega"": -0.0102, ""net_gamma"": -0.0, ""bias"": ""Neutral"", ""pcr"": 0.99, ""max_pain"": 63200.0, ""skew"": 1.0, ""support"": 63000.0, ""resistance"": 64800.0}"
