id,opened,symbol,strategy,expiry,legs_json,net_credit,max_loss,qty,status,settle_spot,pnl_gross,fees,pnl_net,closed,context
BTC-long_strangle-20260803124545,2026-08-03T12:45:45.578542,BTC,long_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 63400.0, ""side"": 1, ""entry_premium"": 170.44042391, ""symbol"": ""C-BTC-63400-040826""}, {""type"": ""put"", ""strike"": 62000.0, ""side"": 1, ""entry_premium"": 150.41862489, ""symbol"": ""P-BTC-62000-040826""}]",-0.3209,0.3209,,settled,63775.6,0.0547,0.0288,0.026,2026-08-04,
ETH-long_strangle-20260803124546,2026-08-03T12:45:46.843389,ETH,long_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 1880.0, ""side"": 1, ""entry_premium"": 5.94922544, ""symbol"": ""C-ETH-1880-040826""}, {""type"": ""put"", ""strike"": 1820.0, ""side"": 1, ""entry_premium"": 8.07146854, ""symbol"": ""P-ETH-1820-040826""}]",-0.1402,0.1402,,settled,1861.73,-0.1402,0.0058,-0.146,2026-08-04,
ETH-iron_condor_wk-20260803153352,2026-08-03T15:33:52.532896,ETH,iron_condor_wk,2026-08-07,"[{""type"": ""call"", ""strike"": 1950.0, ""side"": -1, ""entry_premium"": 8.59594212, ""symbol"": ""C-ETH-1950-070826""}, {""type"": ""call"", ""strike"": 2000.0, ""side"": 1, ""entry_premium"": 3.69628, ""symbol"": ""C-ETH-2000-070826""}, {""type"": ""put"", ""strike"": 1750.0, ""side"": -1, ""entry_premium"": 6.01536467, ""symbol"": ""P-ETH-1750-070826""}, {""type"": ""put"", ""strike"": 1700.0, ""side"": 1, ""entry_premium"": 2.92794498, ""symbol"": ""P-ETH-1700-070826""}]",0.0799,0.4201,,settled,1901.41,0.0799,0.0088,0.0711,2026-08-07,
BTC-cheap_strangle-20260803231311,2026-08-03T23:13:11.632233,BTC,cheap_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 64000.0, ""side"": 1, ""entry_premium"": 56.72228195, ""symbol"": ""C-BTC-64000-040826""}, {""type"": ""put"", ""strike"": 63200.0, ""side"": 1, ""entry_premium"": 91.1923421, ""symbol"": ""P-BTC-63200-040826""}]",-0.1479,0.1479,680,settled,63775.6,-0.1479,0.0061,-0.154,2026-08-04,"{""entry_spot"": 63541.5, ""entry_iv"": 15.85, ""qty"": 680, ""pop"": 0.471, ""why"": ""cheap strangle: \u00b1400 premiums \u2264 100"", ""expiry_type"": ""daily"", ""net_delta"": -0.0001, ""net_theta"": -0.3121, ""net_vega"": 0.0149, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.35, ""max_pain"": 63600.0, ""skew"": 1.3, ""support"": 62200.0, ""resistance"": 65400.0}"
BTC-long_strangle-20260804063623,2026-08-04T06:36:23.326672,BTC,long_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 64000.0, ""side"": 1, ""entry_premium"": 62.21047567, ""symbol"": ""C-BTC-64000-040826""}, {""type"": ""put"", ""strike"": 63600.0, ""side"": 1, ""entry_premium"": 70.5432475, ""symbol"": ""P-BTC-63600-040826""}]",-0.1328,0.1328,750,settled,63769.2,-0.1328,0.0055,-0.1382,2026-08-04,"{""entry_spot"": 63769.2, ""entry_iv"": 20.15, ""qty"": 750, ""pop"": 0.583, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": -0.0, ""net_theta"": -0.5531, ""net_vega"": 0.0108, ""net_gamma"": 0.0, ""bias"": ""Neutral"", ""pcr"": 0.98, ""max_pain"": 63800.0, ""skew"": -1.3, ""support"": 63000.0, ""resistance"": 65200.0}"
BTC-cheap_strangle-20260804063623,2026-08-04T06:36:23.823799,BTC,cheap_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 64200.0, ""side"": 1, ""entry_premium"": 30.42960315, ""symbol"": ""C-BTC-64200-040826""}, {""type"": ""put"", ""strike"": 63400.0, ""side"": 1, ""entry_premium"": 33.76664244, ""symbol"": ""P-BTC-63400-040826""}]",-0.0642,0.0642,1560,settled,63769.2,-0.0642,0.0027,-0.0668,2026-08-04,"{""entry_spot"": 63769.2, ""entry_iv"": 20.15, ""qty"": 1560, ""pop"": 0.315, ""why"": ""cheap strangle: \u00b1400 premiums \u2264 100"", ""expiry_type"": ""daily"", ""net_delta"": -0.0, ""net_theta"": -0.4251, ""net_vega"": 0.0076, ""net_gamma"": 0.0, ""bias"": ""Neutral"", ""pcr"": 0.98, ""max_pain"": 63800.0, ""skew"": -1.3, ""support"": 63000.0, ""resistance"": 65200.0}"
BTC-long_strangle_wk-20260804063624,2026-08-04T06:36:24.362968,BTC,long_strangle_wk,2026-08-14,"[{""type"": ""call"", ""strike"": 66000.0, ""side"": 1, ""entry_premium"": 417.40588064, ""symbol"": ""C-BTC-66000-140826""}, {""type"": ""put"", ""strike"": 61500.0, ""side"": 1, ""entry_premium"": 492.94029346, ""symbol"": ""P-BTC-61500-140826""}]",-0.9103,0.9103,110,settled,,-0.4827,0.0177,-0.5004,2026-08-10,"{""entry_spot"": 63769.2, ""entry_iv"": 29.8, ""qty"": 110, ""pop"": 0.481, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""weekly"", ""net_delta"": 0.0, ""net_theta"": -0.0976, ""net_vega"": 0.0664, ""net_gamma"": 0.0, ""bias"": ""Neutral"", ""pcr"": 0.77, ""max_pain"": 65000.0, ""skew"": 5.2, ""support"": 65000.0, ""resistance"": 71000.0, ""exit"": ""SL""}"
ETH-long_strangle-20260804063625,2026-08-04T06:36:25.107278,ETH,long_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 1870.0, ""side"": 1, ""entry_premium"": 3.11065578, ""symbol"": ""C-ETH-1870-040826""}, {""type"": ""put"", ""strike"": 1850.0, ""side"": 1, ""entry_premium"": 1.49857345, ""symbol"": ""P-ETH-1850-040826""}]",-0.0461,0.0461,2170,settled,1863.19,-0.0461,0.0019,-0.048,2026-08-04,"{""entry_spot"": 1863.19, ""entry_iv"": 30.15, ""qty"": 2170, ""pop"": 0.509, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0014, ""net_theta"": -0.2053, ""net_vega"": 0.0029, ""net_gamma"": 0.00043, ""bias"": ""Neutral"", ""pcr"": 0.82, ""max_pain"": 1860.0, ""skew"": 0.4, ""support"": 1840.0, ""resistance"": 1980.0}"
ETH-long_strangle_wk-20260804063625,2026-08-04T06:36:25.641219,ETH,long_strangle_wk,2026-08-14,"[{""type"": ""call"", ""strike"": 1950.0, ""side"": 1, ""entry_premium"": 21.4837362, ""symbol"": ""C-ETH-1950-140826""}, {""type"": ""put"", ""strike"": 1750.0, ""side"": 1, ""entry_premium"": 16.7281163, ""symbol"": ""P-ETH-1750-140826""}]",-0.3821,0.3821,260,settled,,-0.1932,0.0078,-0.201,2026-08-10,"{""entry_spot"": 1863.19, ""entry_iv"": 43.9, ""qty"": 260, ""pop"": 0.473, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""weekly"", ""net_delta"": 0.0007, ""net_theta"": -0.0414, ""net_vega"": 0.0191, ""net_gamma"": 4e-05, ""bias"": ""Neutral"", ""pcr"": 1.15, ""max_pain"": 1900.0, ""skew"": 5.5, ""support"": 1800.0, ""resistance"": 2200.0, ""exit"": ""SL""}"
BTC-long_strangle-20260804104722,2026-08-04T10:47:22.110174,BTC,long_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 64000.0, ""side"": 1, ""entry_premium"": 26.59414299, ""symbol"": ""C-BTC-64000-040826""}, {""type"": ""put"", ""strike"": 63600.0, ""side"": 1, ""entry_premium"": 15.03994458, ""symbol"": ""P-BTC-63600-040826""}]",-0.0416,0.0416,2400,settled,63819.0,-0.0416,0.0017,-0.0434,2026-08-04,"{""entry_spot"": 63819.0, ""entry_iv"": 9.35, ""qty"": 2400, ""pop"": 0.356, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": -1.0969, ""net_vega"": 0.0039, ""net_gamma"": 0.0, ""bias"": ""Neutral"", ""pcr"": 1.0, ""max_pain"": 63600.0, ""skew"": -0.9, ""support"": 63200.0, ""resistance"": 65200.0}"
BTC-cheap_strangle-20260804104722,2026-08-04T10:47:22.651385,BTC,cheap_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 64200.0, ""side"": 1, ""entry_premium"": 7.56569063, ""symbol"": ""C-BTC-64200-040826""}, {""type"": ""put"", ""strike"": 63400.0, ""side"": 1, ""entry_premium"": 11.21016584, ""symbol"": ""P-BTC-63400-040826""}]",-0.0188,0.0188,5330,settled,63819.0,-0.0188,0.0008,-0.0196,2026-08-04,"{""entry_spot"": 63819.0, ""entry_iv"": 9.35, ""qty"": 5330, ""pop"": 0.186, ""why"": ""cheap strangle: \u00b1400 premiums \u2264 100"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": -0.9794, ""net_vega"": 0.0025, ""net_gamma"": 0.0, ""bias"": ""Neutral"", ""pcr"": 1.0, ""max_pain"": 63600.0, ""skew"": -0.9, ""support"": 63200.0, ""resistance"": 65200.0}"
BTC-butterfly-20260804104723,2026-08-04T10:47:23.270054,BTC,butterfly,2026-08-04,"[{""type"": ""call"", ""strike"": 63800.0, ""side"": 1, ""entry_premium"": 79.07585324, ""symbol"": ""C-BTC-63800-040826""}, {""type"": ""call"", ""strike"": 64200.0, ""side"": -1, ""entry_premium"": 7.56569063, ""symbol"": ""C-BTC-64200-040826""}, {""type"": ""call"", ""strike"": 64200.0, ""side"": -1, ""entry_premium"": 7.56569063, ""symbol"": ""C-BTC-64200-040826""}, {""type"": ""call"", ""strike"": 64800.0, ""side"": 1, ""entry_premium"": 0.1, ""symbol"": ""C-BTC-64800-040826""}]",-0.064,0.264,380,settled,63819.0,-0.045,0.0047,-0.0497,2026-08-04,"{""entry_spot"": 63819.0, ""entry_iv"": 9.35, ""qty"": 380, ""pop"": 0.552, ""why"": ""butterfly pin \u00b7 R:R 1.3 \u00b7 1.2h to expiry"", ""expiry_type"": ""daily"", ""net_delta"": 0.0003, ""net_theta"": 0.3918, ""net_vega"": 0.0002, ""net_gamma"": 0.0, ""bias"": ""Neutral"", ""pcr"": 1.0, ""max_pain"": 63600.0, ""skew"": -0.9, ""support"": 63200.0, ""resistance"": 65200.0, ""rr"": 1.27}"
ETH-long_strangle-20260804104724,2026-08-04T10:47:24.379071,ETH,long_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 1880.0, ""side"": 1, ""entry_premium"": 0.35268106, ""symbol"": ""C-ETH-1880-040826""}, {""type"": ""put"", ""strike"": 1870.0, ""side"": 1, ""entry_premium"": 2.11848854, ""symbol"": ""P-ETH-1870-040826""}]",-0.0247,0.0247,4050,settled,1870.81,-0.0247,0.001,-0.0257,2026-08-04,"{""entry_spot"": 1870.81, ""entry_iv"": 13.15, ""qty"": 4050, ""pop"": 0.531, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": -0.0031, ""net_theta"": -0.3695, ""net_vega"": 0.0013, ""net_gamma"": 0.0009, ""bias"": ""Slightly Bearish"", ""pcr"": 0.94, ""max_pain"": 1860.0, ""skew"": -1.7, ""support"": 1840.0, ""resistance"": 1980.0}"
ETH-butterfly-20260804104724,2026-08-04T10:47:24.956179,ETH,butterfly,2026-08-04,"[{""type"": ""call"", ""strike"": 1780.0, ""side"": 1, ""entry_premium"": 90.81, ""symbol"": ""C-ETH-1780-040826""}, {""type"": ""call"", ""strike"": 1830.0, ""side"": -1, ""entry_premium"": 40.81, ""symbol"": ""C-ETH-1830-040826""}, {""type"": ""call"", ""strike"": 1830.0, ""side"": -1, ""entry_premium"": 40.81, ""symbol"": ""C-ETH-1830-040826""}, {""type"": ""call"", ""strike"": 1880.0, ""side"": 1, ""entry_premium"": 0.35268106, ""symbol"": ""C-ETH-1880-040826""}]",-0.0954,0.0954,1050,settled,1870.81,-0.0035,0.1426,-0.1461,2026-08-04,"{""entry_spot"": 1870.81, ""entry_iv"": 13.15, ""qty"": 1050, ""pop"": 1.0, ""why"": ""butterfly pin \u00b7 R:R 4.2 \u00b7 1.2h to expiry"", ""expiry_type"": ""daily"", ""net_delta"": -0.0089, ""net_theta"": -0.1322, ""net_vega"": 0.0004, ""net_gamma"": 0.00026, ""bias"": ""Slightly Bearish"", ""pcr"": 0.94, ""max_pain"": 1860.0, ""skew"": -1.7, ""support"": 1840.0, ""resistance"": 1980.0, ""rr"": 4.24}"
BTC-long_strangle-20260804112511,2026-08-04T11:25:11.151443,BTC,long_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 63800.0, ""side"": 1, ""entry_premium"": 20.67748015, ""symbol"": ""C-BTC-63800-040826""}, {""type"": ""put"", ""strike"": 63600.0, ""side"": 1, ""entry_premium"": 16.61911559, ""symbol"": ""P-BTC-63600-040826""}]",-0.0373,0.0373,2680,settled,63773.7,-0.0373,0.0015,-0.0388,2026-08-04,"{""entry_spot"": 63773.7, ""entry_iv"": 6.5, ""qty"": 2680, ""pop"": 0.542, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0002, ""net_theta"": -1.5701, ""net_vega"": 0.0033, ""net_gamma"": 1e-05, ""bias"": ""Slightly Bearish"", ""pcr"": 1.03, ""max_pain"": 63800.0, ""skew"": 6.0, ""support"": 63600.0, ""resistance"": 65200.0}"
BTC-cheap_strangle-20260804112511,2026-08-04T11:25:11.741568,BTC,cheap_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 64200.0, ""side"": 1, ""entry_premium"": 1.42770427, ""symbol"": ""C-BTC-64200-040826""}, {""type"": ""put"", ""strike"": 63400.0, ""side"": 1, ""entry_premium"": 1.52823346, ""symbol"": ""P-BTC-63400-040826""}]",-0.003,0.003,33830,settled,63773.7,-0.003,0.0001,-0.0031,2026-08-04,"{""entry_spot"": 63773.7, ""entry_iv"": 6.5, ""qty"": 33830, ""pop"": 0.043, ""why"": ""cheap strangle: \u00b1400 premiums \u2264 100"", ""expiry_type"": ""daily"", ""net_delta"": -0.0, ""net_theta"": -0.4132, ""net_vega"": 0.0005, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.03, ""max_pain"": 63800.0, ""skew"": 6.0, ""support"": 63600.0, ""resistance"": 65200.0}"
ETH-long_strangle-20260804112513,2026-08-04T11:25:13.134801,ETH,long_strangle,2026-08-04,"[{""type"": ""call"", ""strike"": 1870.0, ""side"": 1, ""entry_premium"": 0.50672962, ""symbol"": ""C-ETH-1870-040826""}, {""type"": ""put"", ""strike"": 1860.0, ""side"": 1, ""entry_premium"": 0.10259214, ""symbol"": ""P-ETH-1860-040826""}]",-0.0061,0.0061,16410,settled,1867.41,-0.0061,0.0003,-0.0063,2026-08-04,"{""entry_spot"": 1867.41, ""entry_iv"": 8.65, ""qty"": 16410, ""pop"": 0.281, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0018, ""net_theta"": -0.3283, ""net_vega"": 0.0006, ""net_gamma"": 0.00105, ""bias"": ""Neutral"", ""pcr"": 0.96, ""max_pain"": 1860.0, ""skew"": 2.2, ""support"": 1840.0, ""resistance"": 1960.0}"
BTC-long_strangle-20260804122438,2026-08-04T12:24:38.094143,BTC,long_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 64400.0, ""side"": 1, ""entry_premium"": 143.82657417, ""symbol"": ""C-BTC-64400-050826""}, {""type"": ""put"", ""strike"": 63200.0, ""side"": 1, ""entry_premium"": 151.79898187, ""symbol"": ""P-BTC-63200-050826""}]",-0.2956,0.2956,340,settled,64094.7,-0.2956,0.0122,-0.3078,2026-08-05,"{""entry_spot"": 63806.7, ""entry_iv"": 28.0, ""qty"": 340, ""pop"": 0.522, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": -0.3099, ""net_vega"": 0.0215, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.66, ""max_pain"": 63800.0, ""skew"": 1.9, ""support"": 61400.0, ""resistance"": 65200.0}"
ETH-long_strangle-20260804122439,2026-08-04T12:24:39.025956,ETH,long_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 1900.0, ""side"": 1, ""entry_premium"": 6.22134399, ""symbol"": ""C-ETH-1900-050826""}, {""type"": ""put"", ""strike"": 1840.0, ""side"": 1, ""entry_premium"": 5.56115904, ""symbol"": ""P-ETH-1840-050826""}]",-0.1178,0.1178,850,settled,1865.38,-0.1178,0.0049,-0.1227,2026-08-05,"{""entry_spot"": 1871.24, ""entry_iv"": 42.25, ""qty"": 850, ""pop"": 0.474, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0002, ""net_theta"": -0.132, ""net_vega"": 0.006, ""net_gamma"": 0.00015, ""bias"": ""Slightly Bearish"", ""pcr"": 0.86, ""max_pain"": 1860.0, ""skew"": 1.0, ""support"": 1800.0, ""resistance"": 1980.0}"
BTC-cheap_strangle-20260805033104,2026-08-05T03:31:04.873703,BTC,cheap_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 64400.0, ""side"": 1, ""entry_premium"": 75.76886897, ""symbol"": ""C-BTC-64400-050826""}, {""type"": ""put"", ""strike"": 63600.0, ""side"": 1, ""entry_premium"": 35.34976643, ""symbol"": ""P-BTC-63600-050826""}]",-0.1111,0.1111,900,settled,64094.7,-0.1111,0.0046,-0.1157,2026-08-05,"{""entry_spot"": 64094.7, ""entry_iv"": 26.5, ""qty"": 900, ""pop"": 0.403, ""why"": ""cheap strangle: \u00b1400 premiums \u2264 100"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": -0.3714, ""net_vega"": 0.011, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.43, ""max_pain"": 64200.0, ""skew"": -1.8, ""support"": 63000.0, ""resistance"": 65600.0}"
BTC-long_strangle-20260805061151,2026-08-05T06:11:51.992865,BTC,long_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 64600.0, ""side"": 1, ""entry_premium"": 57.26249972, ""symbol"": ""C-BTC-64600-050826""}, {""type"": ""put"", ""strike"": 64000.0, ""side"": 1, ""entry_premium"": 58.15122318, ""symbol"": ""P-BTC-64000-050826""}]",-0.1154,0.1154,870,settled,64326.8,-0.1154,0.0048,-0.1202,2026-08-05,"{""entry_spot"": 64326.8, ""entry_iv"": 22.8, ""qty"": 870, ""pop"": 0.473, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": -0.5311, ""net_vega"": 0.0102, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.51, ""max_pain"": 64400.0, ""skew"": 3.0, ""support"": 63800.0, ""resistance"": 65600.0}"
BTC-cheap_strangle-20260805061152,2026-08-05T06:11:52.643121,BTC,cheap_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 64800.0, ""side"": 1, ""entry_premium"": 27.01913174, ""symbol"": ""C-BTC-64800-050826""}, {""type"": ""put"", ""strike"": 64000.0, ""side"": 1, ""entry_premium"": 58.15122318, ""symbol"": ""P-BTC-64000-050826""}]",-0.0852,0.0852,1170,settled,64326.8,-0.0852,0.0035,-0.0887,2026-08-05,"{""entry_spot"": 64326.8, ""entry_iv"": 22.8, ""qty"": 1170, ""pop"": 0.357, ""why"": ""cheap strangle: \u00b1400 premiums \u2264 100"", ""expiry_type"": ""daily"", ""net_delta"": -0.0001, ""net_theta"": -0.4559, ""net_vega"": 0.0085, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.51, ""max_pain"": 64400.0, ""skew"": 3.0, ""support"": 63800.0, ""resistance"": 65600.0}"
ETH-long_strangle-20260805061153,2026-08-05T06:11:53.563222,ETH,long_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 1880.0, ""side"": 1, ""entry_premium"": 3.02800108, ""symbol"": ""C-ETH-1880-050826""}, {""type"": ""put"", ""strike"": 1860.0, ""side"": 1, ""entry_premium"": 1.66417826, ""symbol"": ""P-ETH-1860-050826""}]",-0.0469,0.0469,2130,settled,1872.56,-0.0469,0.0019,-0.0489,2026-08-05,"{""entry_spot"": 1872.56, ""entry_iv"": 30.6, ""qty"": 2130, ""pop"": 0.518, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0011, ""net_theta"": -0.201, ""net_vega"": 0.0031, ""net_gamma"": 0.00042, ""bias"": ""Slightly Bullish"", ""pcr"": 0.69, ""max_pain"": 1870.0, ""skew"": 0.0, ""support"": 1800.0, ""resistance"": 1980.0}"
BTC-long_strangle-20260805090537,2026-08-05T09:05:37.444916,BTC,long_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 64400.0, ""side"": 1, ""entry_premium"": 34.53959493, ""symbol"": ""C-BTC-64400-050826""}, {""type"": ""put"", ""strike"": 64000.0, ""side"": 1, ""entry_premium"": 57.023255, ""symbol"": ""P-BTC-64000-050826""}]",-0.0916,0.0916,1090,settled,64133.8,-0.0916,0.0038,-0.0953,2026-08-05,"{""entry_spot"": 64133.8, ""entry_iv"": 15.85, ""qty"": 1090, ""pop"": 0.514, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": -0.0001, ""net_theta"": -0.769, ""net_vega"": 0.0074, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.25, ""max_pain"": 64200.0, ""skew"": -1.7, ""support"": 63800.0, ""resistance"": 65200.0}"
BTC-cheap_strangle-20260805090538,2026-08-05T09:05:38.140949,BTC,cheap_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 64600.0, ""side"": 1, ""entry_premium"": 20.0643356, ""symbol"": ""C-BTC-64600-050826""}, {""type"": ""put"", ""strike"": 63800.0, ""side"": 1, ""entry_premium"": 25.52690351, ""symbol"": ""P-BTC-63800-050826""}]",-0.0456,0.0456,2190,settled,64133.8,-0.0456,0.0019,-0.0475,2026-08-05,"{""entry_spot"": 64133.8, ""entry_iv"": 15.85, ""qty"": 2190, ""pop"": 0.261, ""why"": ""cheap strangle: \u00b1400 premiums \u2264 100"", ""expiry_type"": ""daily"", ""net_delta"": -0.0, ""net_theta"": -0.6067, ""net_vega"": 0.0049, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.25, ""max_pain"": 64200.0, ""skew"": -1.7, ""support"": 63800.0, ""resistance"": 65200.0}"
BTC-butterfly-20260805090538,2026-08-05T09:05:38.859436,BTC,butterfly,2026-08-05,"[{""type"": ""call"", ""strike"": 64200.0, ""side"": 1, ""entry_premium"": 81.64085112, ""symbol"": ""C-BTC-64200-050826""}, {""type"": ""call"", ""strike"": 64600.0, ""side"": -1, ""entry_premium"": 20.0643356, ""symbol"": ""C-BTC-64600-050826""}, {""type"": ""call"", ""strike"": 64600.0, ""side"": -1, ""entry_premium"": 20.0643356, ""symbol"": ""C-BTC-64600-050826""}, {""type"": ""call"", ""strike"": 65200.0, ""side"": 1, ""entry_premium"": 1.83054617, ""symbol"": ""C-BTC-65200-050826""}]",-0.0433,0.2433,410,settled,64133.8,-0.0433,0.0051,-0.0484,2026-08-05,"{""entry_spot"": 64133.8, ""entry_iv"": 15.85, ""qty"": 410, ""pop"": 0.419, ""why"": ""butterfly pin \u00b7 R:R 1.5 \u00b7 2.9h to expiry"", ""expiry_type"": ""daily"", ""net_delta"": 0.0002, ""net_theta"": 0.0815, ""net_vega"": 0.0005, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.25, ""max_pain"": 64200.0, ""skew"": -1.7, ""support"": 63800.0, ""resistance"": 65200.0, ""rr"": 1.47}"
ETH-long_strangle-20260805090540,2026-08-05T09:05:40.031922,ETH,long_strangle,2026-08-05,"[{""type"": ""call"", ""strike"": 1880.0, ""side"": 1, ""entry_premium"": 0.93009497, ""symbol"": ""C-ETH-1880-050826""}, {""type"": ""put"", ""strike"": 1860.0, ""side"": 1, ""entry_premium"": 0.75712385, ""symbol"": ""P-ETH-1860-050826""}]",-0.0169,0.0169,5930,settled,1870.49,-0.0169,0.0007,-0.0176,2026-08-05,"{""entry_spot"": 1870.49, ""entry_iv"": 20.4, ""qty"": 5930, ""pop"": 0.316, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0002, ""net_theta"": -0.1978, ""net_vega"": 0.0016, ""net_gamma"": 0.00048, ""bias"": ""Neutral"", ""pcr"": 0.71, ""max_pain"": 1870.0, ""skew"": 0.2, ""support"": 1820.0, ""resistance"": 1980.0}"
ETH-butterfly-20260805090540,2026-08-05T09:05:40.695369,ETH,butterfly,2026-08-05,"[{""type"": ""call"", ""strike"": 1870.0, ""side"": 1, ""entry_premium"": 4.19204852, ""symbol"": ""C-ETH-1870-050826""}, {""type"": ""call"", ""strike"": 1920.0, ""side"": -1, ""entry_premium"": 0.0556494, ""symbol"": ""C-ETH-1920-050826""}, {""type"": ""call"", ""strike"": 1920.0, ""side"": -1, ""entry_premium"": 0.0556494, ""symbol"": ""C-ETH-1920-050826""}, {""type"": ""call"", ""strike"": 1980.0, ""side"": 1, ""entry_premium"": 0.01, ""symbol"": ""C-ETH-1980-050826""}]",-0.0409,0.1409,710,settled,1870.49,-0.036,0.002,-0.038,2026-08-05,"{""entry_spot"": 1870.49, ""entry_iv"": 20.4, ""qty"": 710, ""pop"": 0.518, ""why"": ""butterfly pin \u00b7 R:R 3.3 \u00b7 2.9h to expiry"", ""expiry_type"": ""daily"", ""net_delta"": 0.005, ""net_theta"": -0.1255, ""net_vega"": 0.0012, ""net_gamma"": 0.00038, ""bias"": ""Neutral"", ""pcr"": 0.71, ""max_pain"": 1870.0, ""skew"": 0.2, ""support"": 1820.0, ""resistance"": 1980.0, ""rr"": 3.26}"
BTC-long_strangle-20260805152755,2026-08-05T15:27:55.801821,BTC,long_strangle,2026-08-06,"[{""type"": ""call"", ""strike"": 65000.0, ""side"": 1, ""entry_premium"": 138.72384484, ""symbol"": ""C-BTC-65000-060826""}, {""type"": ""put"", ""strike"": 64000.0, ""side"": 1, ""entry_premium"": 111.75075907, ""symbol"": ""P-BTC-64000-060826""}]",-0.2505,0.2505,400,settled,64698.6,-0.2505,0.0103,-0.2608,2026-08-06,"{""entry_spot"": 64555.7, ""entry_iv"": 22.95, ""qty"": 400, ""pop"": 0.525, ""why"": ""major event ahead \u2014 long vol into the move"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": -0.2979, ""net_vega"": 0.0203, ""net_gamma"": 0.0, ""bias"": ""Slightly Bearish"", ""pcr"": 1.67, ""max_pain"": 64400.0, ""skew"": 0.9, ""support"": 64000.0, ""resistance"": 66000.0}"
