ts,asset,type,strike,expiry,mark,mid,iv,delta,gamma,theta,vega,oi,best_bid,best_ask,spread,spot,symbol
2026-08-14T16:31:13.941534,BTC,put,66400.0,2026-08-15,3276.9,3276.9,46.5,-1.0,0.0,-0.0,0.0,0.285,,,,63123.1,P-BTC-66400-150826
2026-08-14T16:31:13.941534,BTC,put,66000.0,2026-08-15,2876.9,2876.9,41.7,-1.0,0.0,-0.0,0.0,0.025,,,,63123.1,P-BTC-66000-150826
2026-08-14T16:31:13.941534,BTC,put,65600.0,2026-08-15,2476.9,2476.9,36.8,-1.0,0.0,-0.0,0.0,1.625,,,,63123.1,P-BTC-65600-150826
2026-08-14T16:31:13.941534,BTC,put,65200.0,2026-08-15,2076.9,2076.9,31.8,-1.0,0.0,-0.0,0.0,1.314,,,,63123.1,P-BTC-65200-150826
2026-08-14T16:31:13.941534,BTC,put,65000.0,2026-08-15,1876.90000001,1876.90000001,29.2,-1.0,0.0,-0.0,0.0,1.853,,,,63123.1,P-BTC-65000-150826
2026-08-14T16:31:13.941534,BTC,put,64800.0,2026-08-15,1676.90000068,1676.90000068,26.6,-1.0,0.0,-0.0,0.0,0.073,,,,63123.1,P-BTC-64800-150826
2026-08-14T16:31:13.941534,BTC,put,64600.0,2026-08-15,1476.9000266,1476.9000266,24.0,-0.99449274,2.761e-05,-5.54028944,0.46911088,0.358,,,,63123.1,P-BTC-64600-150826
2026-08-14T16:31:13.941534,BTC,put,64400.0,2026-08-15,1276.92074608,1276.92074608,21.3,-0.99999997,0.0,-2.569e-05,5.34e-06,3.559,,,,63123.1,P-BTC-64400-150826
2026-08-14T16:31:13.941534,BTC,put,64200.0,2026-08-15,1078.3577851,1078.3577851,19.0,-0.98865749,6.423e-05,-8.48319317,0.88552711,1.125,,,,63123.1,P-BTC-64200-150826
2026-08-14T16:31:13.941534,BTC,put,64000.0,2026-08-15,882.33605848,882.33605848,17.1,-0.96791453,0.00015516,-20.54149262,2.14166589,5.82,,,,63123.1,P-BTC-64000-150826
2026-08-14T16:31:13.941534,BTC,put,63800.0,2026-08-15,691.19575957,691.19575957,15.7,-0.92521846,0.00030813,-39.87864682,4.20516644,4.144,,,,63123.1,P-BTC-63800-150826
2026-08-14T16:31:13.941534,BTC,put,63600.0,2026-08-15,514.68333358,514.68333358,15.2,-0.84304042,0.00051806,-68.64249625,7.15289671,7.829,,,,63123.1,P-BTC-63600-150826
2026-08-14T16:31:13.941534,BTC,put,63400.0,2026-08-15,360.27109575,360.27109575,15.1,-0.71818189,0.00070983,-98.9531372,10.05167637,20.514,,,,63123.1,P-BTC-63400-150826
2026-08-14T16:31:13.941534,BTC,put,63200.0,2026-08-15,239.33099174,239.33099174,15.5,-0.55098792,0.00079596,-121.16004714,11.78058433,43.722,,,,63123.1,P-BTC-63200-150826
2026-08-14T16:31:13.941534,BTC,put,63000.0,2026-08-15,148.98537914,148.98537914,15.9,-0.3951834,0.00074979,-121.82868105,11.46536767,88.381,,,,63123.1,P-BTC-63000-150826
2026-08-14T16:31:13.941534,BTC,put,62800.0,2026-08-15,84.83713089,84.83713089,16.0,-0.25911532,0.00062012,-104.1419649,9.64036054,73.246,,,,63123.1,P-BTC-62800-150826
2026-08-14T16:31:13.941534,BTC,put,62600.0,2026-08-15,45.87182038,45.87182038,16.4,-0.15835728,0.00045314,-79.39552975,7.19467881,99.268,,,,63123.1,P-BTC-62600-150826
2026-08-14T16:31:13.941534,BTC,put,62400.0,2026-08-15,27.18516777,27.18516777,17.4,-0.09833356,0.00030464,-60.76504568,5.16070013,93.532,,,,63123.1,P-BTC-62400-150826
2026-08-14T16:31:13.941534,BTC,put,62200.0,2026-08-15,19.3288908,19.3288908,19.2,-0.06815955,0.00020855,-51.10606725,3.91596453,118.449,,,,63123.1,P-BTC-62200-150826
2026-08-14T16:31:13.941534,BTC,put,62000.0,2026-08-15,15.22690323,15.22690323,21.3,-0.05096792,0.00014977,-45.10611011,3.11762563,189.611,,,,63123.1,P-BTC-62000-150826
2026-08-14T16:31:13.941534,BTC,put,61800.0,2026-08-15,12.51134181,12.51134181,23.4,-0.03891555,0.00011035,-39.64158379,2.50863821,189.102,,,,63123.1,P-BTC-61800-150826
2026-08-14T16:31:13.941534,BTC,put,61600.0,2026-08-15,7.23901295,7.23901295,23.9,-0.02371087,7.136e-05,-26.97910764,1.66428636,170.762,,,,63123.1,P-BTC-61600-150826
2026-08-14T16:31:13.941534,BTC,put,61400.0,2026-08-15,4.13889896,4.13889896,24.4,-0.01408364,4.464e-05,-17.7540073,1.06797924,299.798,,,,63123.1,P-BTC-61400-150826
2026-08-14T16:31:13.941534,BTC,call,66400.0,2026-08-15,0.5322915,0.5322915,32.8,0.00175577,5.17e-06,-3.78107507,0.16766584,193.087,,,,63123.1,C-BTC-66400-150826
2026-08-14T16:31:13.941534,BTC,call,66000.0,2026-08-15,0.44893416,0.44893416,28.8,0.00154929,5.32e-06,-2.92580687,0.14962336,191.974,,,,63123.1,C-BTC-66000-150826
2026-08-14T16:31:13.941534,BTC,call,65600.0,2026-08-15,0.5257474,0.5257474,25.6,0.00221298,8.2e-06,-3.62936651,0.20690989,132.32,,,,63123.1,C-BTC-65600-150826
2026-08-14T16:31:13.941534,BTC,call,65200.0,2026-08-15,1.58015047,1.58015047,24.5,0.00583825,2.064e-05,-8.21876887,0.49410817,176.208,,,,63123.1,C-BTC-65200-150826
2026-08-14T16:31:13.941534,BTC,call,65000.0,2026-08-15,2.89394385,2.89394385,24.1,0.01099144,3.615e-05,-14.26979486,0.86164682,148.684,,,,63123.1,C-BTC-65000-150826
2026-08-14T16:31:13.941534,BTC,call,64800.0,2026-08-15,5.59442302,5.59442302,24.0,0.02042333,6.15e-05,-24.33116542,1.4673792,76.868,,,,63123.1,C-BTC-64800-150826
2026-08-14T16:31:13.941534,BTC,call,64600.0,2026-08-15,6.17787777,6.17787777,21.9,0.02382517,7.695e-05,-25.22235252,1.67116784,119.024,,,,63123.1,C-BTC-64600-150826
2026-08-14T16:31:13.941534,BTC,call,64400.0,2026-08-15,6.94271869,6.94271869,19.8,0.02792449,9.772e-05,-25.90598352,1.9084643,132.781,,,,63123.1,C-BTC-64400-150826
