ts,asset,type,strike,expiry,mark,mid,iv,delta,gamma,theta,vega,oi,best_bid,best_ask,spread,spot,symbol
2026-08-07T09:57:05.469812,BTC,put,72000.0,2026-08-07,7161.3,7161.3,149.0,-1.0,0.0,0.0,0.0,0.264,,,,64838.7,P-BTC-72000-070826
2026-08-07T09:57:05.469812,BTC,put,71000.0,2026-08-07,6161.3,6161.3,130.9,-1.0,0.0,0.0,0.0,0.005,,,,64838.7,P-BTC-71000-070826
2026-08-07T09:57:05.469812,BTC,put,70000.0,2026-08-07,5161.3,5161.3,112.4,-1.0,0.0,0.0,0.0,1.482,,,,64838.7,P-BTC-70000-070826
2026-08-07T09:57:05.469812,BTC,put,69000.0,2026-08-07,4161.3,4161.3,93.3,-1.0,0.0,0.0,0.0,0.166,,,,64838.7,P-BTC-69000-070826
2026-08-07T09:57:05.469812,BTC,put,68000.0,2026-08-07,3161.3,3161.3,73.5,-1.0,0.0,-0.0,0.0,0.331,,,,64838.7,P-BTC-68000-070826
2026-08-07T09:57:05.469812,BTC,put,67500.0,2026-08-07,2661.3,2661.3,63.3,-1.0,0.0,-0.0,0.0,0.109,,,,64838.7,P-BTC-67500-070826
2026-08-07T09:57:05.469812,BTC,put,67000.0,2026-08-07,2161.3,2161.3,52.9,-1.0,0.0,-0.0,0.0,5.342,,,,64838.7,P-BTC-67000-070826
2026-08-07T09:57:05.469812,BTC,put,66500.0,2026-08-07,1661.3,1661.3,42.1,-1.0,0.0,-0.0,0.0,0.954,,,,64838.7,P-BTC-66500-070826
2026-08-07T09:57:05.469812,BTC,put,66400.0,2026-08-07,1561.3,1561.3,40.0,-1.0,0.0,-0.0,0.0,0.0,,,,64838.7,P-BTC-66400-070826
2026-08-07T09:57:05.469812,BTC,put,66200.0,2026-08-07,1361.3,1361.3,35.5,-1.0,0.0,-0.0,0.0,0.5,,,,64838.7,P-BTC-66200-070826
2026-08-07T09:57:05.469812,BTC,put,66000.0,2026-08-07,1161.3,1161.3,31.0,-1.0,0.0,-0.0,0.0,1.346,,,,64838.7,P-BTC-66000-070826
2026-08-07T09:57:05.469812,BTC,put,65800.0,2026-08-07,961.3,961.3,26.4,-1.0,0.0,-0.0,0.0,1.524,,,,64838.7,P-BTC-65800-070826
2026-08-07T09:57:05.469812,BTC,put,65600.0,2026-08-07,761.3,761.3,21.6,-1.0,0.0,-0.0,0.0,1.258,,,,64838.7,P-BTC-65600-070826
2026-08-07T09:57:05.469812,BTC,put,65500.0,2026-08-07,661.3,661.3,19.2,-1.0,0.0,-0.0,0.0,0.95,,,,64838.7,P-BTC-65500-070826
2026-08-07T09:57:05.469812,BTC,put,65400.0,2026-08-07,561.30000129,561.30000129,16.7,-1.0,0.0,-0.0,0.0,2.645,,,,64838.7,P-BTC-65400-070826
2026-08-07T09:57:05.469812,BTC,put,65200.0,2026-08-07,361.82738446,361.82738446,12.0,-0.98102212,0.00026691,-47.01126329,0.45941472,14.094,,,,64838.7,P-BTC-65200-070826
2026-08-07T09:57:05.469812,BTC,put,65000.0,2026-08-07,179.51348215,179.51348215,11.1,-0.81456654,0.00148715,-281.15814596,2.65201034,107.586,,,,64838.7,P-BTC-65000-070826
2026-08-07T09:57:05.469812,BTC,put,64800.0,2026-08-07,71.07784127,71.07784127,13.3,-0.43085741,0.00175054,-516.08647471,3.89824071,153.457,,,,64838.7,P-BTC-64800-070826
2026-08-07T09:57:05.469812,BTC,put,64600.0,2026-08-07,24.76515471,24.76515471,15.3,-0.17785276,0.00100361,-395.41737999,2.58363588,176.25,,,,64838.7,P-BTC-64600-070826
2026-08-07T09:57:05.469812,BTC,put,64500.0,2026-08-07,18.76334845,18.76334845,17.6,-0.12735015,0.00069827,-364.29010169,2.06934008,118.393,,,,64838.7,P-BTC-64500-070826
2026-08-07T09:57:05.469812,BTC,put,64400.0,2026-08-07,16.80738773,16.80738773,20.5,-0.10264797,0.00051371,-364.33155564,1.77479306,161.077,,,,64838.7,P-BTC-64400-070826
2026-08-07T09:57:05.469812,BTC,put,64200.0,2026-08-07,7.21793552,7.21793552,22.5,-0.0450982,0.00025026,-210.74823175,0.94214014,135.958,,,,64838.7,P-BTC-64200-070826
2026-08-07T09:57:05.469812,BTC,put,64000.0,2026-08-07,1.52147541,1.52147541,22.1,-0.01196236,8.322e-05,-68.23526372,0.30898054,152.771,,,,64838.7,P-BTC-64000-070826
2026-08-07T09:57:05.469812,BTC,put,63800.0,2026-08-07,0.9853538,0.9853538,25.2,-0.00741831,4.766e-05,-51.65713285,0.20346644,118.301,,,,64838.7,P-BTC-63800-070826
2026-08-07T09:57:05.469812,BTC,put,63600.0,2026-08-07,0.29489367,0.29489367,26.0,-0.00243781,1.706e-05,-19.74234883,0.07525818,93.668,,,,64838.7,P-BTC-63600-070826
2026-08-07T09:57:05.469812,BTC,put,63500.0,2026-08-07,0.16188794,0.16188794,26.5,-0.00138044,1e-05,-11.9707127,0.04487948,115.144,,,,64838.7,P-BTC-63500-070826
2026-08-07T09:57:05.469812,BTC,put,63400.0,2026-08-07,0.1,0.1,27.2,-0.00076589,5.73e-06,-7.08296839,0.02614306,87.831,,,,64838.7,P-BTC-63400-070826
2026-08-07T09:57:05.469812,BTC,put,63200.0,2026-08-07,0.1,0.1,30.7,-0.00022996,1.82e-06,-2.39578793,0.00856275,64.199,,,,64838.7,P-BTC-63200-070826
2026-08-07T09:57:05.469812,BTC,put,63000.0,2026-08-07,0.1,0.1,34.2,-7.09e-05,5.8e-07,-0.8221188,0.00284068,266.447,,,,64838.7,P-BTC-63000-070826
2026-08-07T09:57:05.469812,BTC,put,62800.0,2026-08-07,0.1,0.1,37.7,-2.38e-05,2e-07,-0.30440987,0.00101202,54.554,,,,64838.7,P-BTC-62800-070826
2026-08-07T09:57:05.469812,BTC,put,62500.0,2026-08-07,0.1,0.1,42.9,-6.83e-06,6e-08,-0.09985771,0.00030885,63.559,,,,64838.7,P-BTC-62500-070826
2026-08-07T09:57:05.469812,BTC,put,62000.0,2026-08-07,0.1,0.1,51.5,-1.48e-06,1e-08,-0.02615108,7.132e-05,262.31,,,,64838.7,P-BTC-62000-070826
2026-08-07T09:57:05.469812,BTC,put,61500.0,2026-08-07,0.1,0.1,60.1,-4e-08,0.0,-0.00072529,1.93e-06,116.786,,,,64838.7,P-BTC-61500-070826
2026-08-07T09:57:05.469812,BTC,put,61000.0,2026-08-07,0.1,0.1,68.7,-0.0,0.0,-6.6e-06,2e-08,108.141,,,,64838.7,P-BTC-61000-070826
2026-08-07T09:57:05.469812,BTC,put,60500.0,2026-08-07,0.1,0.1,77.3,-0.0,0.0,-2e-08,0.0,102.703,,,,64838.7,P-BTC-60500-070826
2026-08-07T09:57:05.469812,BTC,put,60000.0,2026-08-07,0.1,0.1,85.9,-0.0,0.0,-0.0,0.0,126.36,,,,64838.7,P-BTC-60000-070826
2026-08-07T09:57:05.469812,BTC,put,59000.0,2026-08-07,0.1,0.1,103.2,-0.0,0.0,-0.0,0.0,125.72,,,,64838.7,P-BTC-59000-070826
2026-08-07T09:57:05.469812,BTC,put,58000.0,2026-08-07,0.1,0.1,120.7,-0.0,0.0,-0.0,0.0,226.719,,,,64838.7,P-BTC-58000-070826
2026-08-07T09:57:05.469812,BTC,call,72000.0,2026-08-07,0.1,0.1,113.0,0.0,0.0,-0.0,0.0,231.279,,,,64838.7,C-BTC-72000-070826
2026-08-07T09:57:05.469812,BTC,call,71000.0,2026-08-07,0.1,0.1,98.9,0.0,0.0,-0.0,0.0,54.339,,,,64838.7,C-BTC-71000-070826
2026-08-07T09:57:05.469812,BTC,call,70000.0,2026-08-07,0.1,0.1,84.4,0.0,0.0,-0.0,0.0,191.196,,,,64838.7,C-BTC-70000-070826
2026-08-07T09:57:05.469812,BTC,call,69000.0,2026-08-07,0.1,0.1,69.6,0.0,0.0,-5e-08,0.0,229.786,,,,64838.7,C-BTC-69000-070826
2026-08-07T09:57:05.469812,BTC,call,68000.0,2026-08-07,0.1,0.1,54.3,5e-08,0.0,-0.00090763,2.66e-06,207.945,,,,64838.7,C-BTC-68000-070826
2026-08-07T09:57:05.469812,BTC,call,67500.0,2026-08-07,0.1,0.1,46.4,5.9e-07,1e-08,-0.00931173,2.945e-05,155.972,,,,64838.7,C-BTC-67500-070826
2026-08-07T09:57:05.469812,BTC,call,67000.0,2026-08-07,0.1,0.1,38.4,5.22e-06,5e-08,-0.06790781,0.00023895,139.844,,,,64838.7,C-BTC-67000-070826
2026-08-07T09:57:05.469812,BTC,call,66500.0,2026-08-07,0.1,0.1,30.3,0.00010728,9.5e-07,-1.0952501,0.00419394,134.022,,,,64838.7,C-BTC-66500-070826
2026-08-07T09:57:05.469812,BTC,call,66400.0,2026-08-07,0.1,0.1,28.6,0.00020395,1.77e-06,-1.96832119,0.00765651,30.149,,,,64838.7,C-BTC-66400-070826
2026-08-07T09:57:05.469812,BTC,call,66200.0,2026-08-07,0.1,0.1,25.2,0.00075297,6.12e-06,-6.43405233,0.02573462,74.663,,,,64838.7,C-BTC-66200-070826
2026-08-07T09:57:05.469812,BTC,call,66000.0,2026-08-07,0.30376131,0.30376131,24.1,0.00269799,2.012e-05,-20.10428826,0.08247638,196.372,,,,64838.7,C-BTC-66000-070826
2026-08-07T09:57:05.469812,BTC,call,65800.0,2026-08-07,0.54387874,0.54387874,21.6,0.00476213,3.765e-05,-29.77908964,0.13737159,57.432,,,,64838.7,C-BTC-65800-070826
2026-08-07T09:57:05.469812,BTC,call,65600.0,2026-08-07,1.53467429,1.53467429,19.9,0.01308383,9.902e-05,-66.96035788,0.33395363,95.144,,,,64838.7,C-BTC-65600-070826
2026-08-07T09:57:05.469812,BTC,call,65500.0,2026-08-07,3.93789868,3.93789868,20.4,0.02999485,0.00019476,-139.07168654,0.67489123,84.63,,,,64838.7,C-BTC-65500-070826
2026-08-07T09:57:05.469812,BTC,call,65400.0,2026-08-07,13.86577963,13.86577963,23.1,0.07954654,0.00037377,-343.07830195,1.46846239,113.531,,,,64838.7,C-BTC-65400-070826
2026-08-07T09:57:05.469812,BTC,call,65200.0,2026-08-07,17.96415521,17.96415521,17.9,0.11987757,0.00065354,-357.80457027,1.98300245,226.515,,,,64838.7,C-BTC-65200-070826
2026-08-07T09:57:05.469812,BTC,call,65000.0,2026-08-07,35.02512286,35.02512286,13.8,0.24867362,0.00133852,-439.00886134,3.1434878,363.921,,,,64838.7,C-BTC-65000-070826
2026-08-07T09:57:05.469812,BTC,call,64800.0,2026-08-07,94.13782988,94.13782988,10.6,0.58342575,0.00211449,-421.24258238,3.87123262,76.211,,,,64838.7,C-BTC-64800-070826
2026-08-07T09:57:05.469812,BTC,call,64600.0,2026-08-07,247.83606279,247.83606279,10.2,0.89699372,0.0009472,-198.59776494,1.77929528,50.217,,,,64838.7,C-BTC-64600-070826
2026-08-07T09:57:05.469812,BTC,call,64500.0,2026-08-07,342.02920364,342.02920364,9.0,0.95855665,0.00045251,-101.68082451,0.8799838,22.094,,,,64838.7,C-BTC-64500-070826
2026-08-07T09:57:05.469812,BTC,call,64400.0,2026-08-07,440.09767259,440.09767259,5.0,0.98171812,0.00021293,-55.29721089,0.44503161,20.461,,,,64838.7,C-BTC-64400-070826
2026-08-07T09:57:05.469812,BTC,call,64200.0,2026-08-07,639.33983316,639.33983316,5.0,0.99031174,9.437e-05,-41.66212389,0.25723286,21.24,,,,64838.7,C-BTC-64200-070826
2026-08-07T09:57:05.469812,BTC,call,64000.0,2026-08-07,839.22717357,839.22717357,5.0,0.99291037,5.72e-05,-39.73638453,0.195496,6.258,,,,64838.7,C-BTC-64000-070826
2026-08-07T09:57:05.469812,BTC,call,63800.0,2026-08-07,1039.31331601,1039.31331601,5.0,0.99404171,4.053e-05,-41.23648737,0.16761921,0.666,,,,64838.7,C-BTC-63800-070826
2026-08-07T09:57:05.469812,BTC,call,63600.0,2026-08-07,1238.845193,1238.845193,5.0,0.9975639,1.704e-05,-19.72988707,0.07521067,0.64,,,,64838.7,C-BTC-63600-070826
2026-08-07T09:57:05.469812,BTC,call,63500.0,2026-08-07,1338.8572741,1338.8572741,5.0,0.99862421,9.97e-06,-11.93710405,0.04472924,1.746,,,,64838.7,C-BTC-63500-070826
2026-08-07T09:57:05.469812,BTC,call,63400.0,2026-08-07,1438.79000831,1438.79000831,5.0,0.99923693,5.71e-06,-7.06082314,0.02604721,0.303,,,,64838.7,C-BTC-63400-070826
2026-08-07T09:57:05.469812,BTC,call,63200.0,2026-08-07,1638.72793412,1638.72793412,5.0,0.99976749,1.84e-06,-2.42261829,0.00865136,0.07,,,,64838.7,C-BTC-63200-070826
2026-08-07T09:57:05.469812,BTC,call,63000.0,2026-08-07,1838.70238161,1838.70238161,5.0,0.99992807,5.9e-07,-0.83402178,0.00288025,8.529,,,,64838.7,C-BTC-63000-070826
2026-08-07T09:57:05.469812,BTC,call,62800.0,2026-08-07,2038.7028206,2038.7028206,5.0,0.99997588,2e-07,-0.30860804,0.00102518,0.182,,,,64838.7,C-BTC-62800-070826
2026-08-07T09:57:05.469812,BTC,call,62500.0,2026-08-07,2338.70013662,2338.70013662,5.0,0.99999315,6e-08,-0.10009977,0.00030969,0.573,,,,64838.7,C-BTC-62500-070826
2026-08-07T09:57:05.469812,BTC,call,62000.0,2026-08-07,2838.70002737,2838.70002737,5.0,0.99999852,1e-08,-0.0262076,7.149e-05,0.528,,,,64838.7,C-BTC-62000-070826
2026-08-07T09:57:05.469812,BTC,call,61500.0,2026-08-07,3338.70000386,3338.70000386,5.0,0.99999996,0.0,-0.00073004,1.95e-06,0.058,,,,64838.7,C-BTC-61500-070826
2026-08-07T09:57:05.469812,BTC,call,61000.0,2026-08-07,3838.7,3838.7,5.0,1.0,0.0,-6.56e-06,2e-08,0.157,,,,64838.7,C-BTC-61000-070826
2026-08-07T09:57:05.469812,BTC,call,60500.0,2026-08-07,4338.7,4338.7,5.0,1.0,0.0,-2e-08,0.0,1.0,,,,64838.7,C-BTC-60500-070826
2026-08-07T09:57:05.469812,BTC,call,60000.0,2026-08-07,4838.7,4838.7,5.0,1.0,0.0,-0.0,0.0,0.19,,,,64838.7,C-BTC-60000-070826
2026-08-07T09:57:05.469812,BTC,call,59000.0,2026-08-07,5838.7,5838.7,5.0,1.0,0.0,-0.0,0.0,0.121,,,,64838.7,C-BTC-59000-070826
2026-08-07T09:57:05.469812,BTC,call,58000.0,2026-08-07,6838.7,6838.7,5.0,1.0,0.0,-0.0,0.0,0.07,,,,64838.7,C-BTC-58000-070826
2026-08-07T09:57:05.469812,BTC,call,57000.0,2026-08-07,7838.7,7838.7,5.0,1.0,0.0,-0.0,0.0,0.059,,,,64838.7,C-BTC-57000-070826
