ts,asset,type,strike,expiry,mark,mid,iv,delta,gamma,theta,vega,oi,best_bid,best_ask,spread,spot,symbol
2026-08-11T14:53:26.570271,ETH,put,2020.0,2026-08-12,146.61,146.61,65.5,-1.0,0.0,-0.0,0.0,1.31,,,,1873.39,P-ETH-2020-120826
2026-08-11T14:53:26.570271,ETH,put,2000.0,2026-08-12,126.61,126.61,57.9,-1.0,0.0,-0.0,0.0,2.67,,,,1873.39,P-ETH-2000-120826
2026-08-11T14:53:26.570271,ETH,put,1980.0,2026-08-12,106.61,106.61,50.2,-1.0,0.0,-0.0,0.0,20.05,,,,1873.39,P-ETH-1980-120826
2026-08-11T14:53:26.570271,ETH,put,1960.0,2026-08-12,86.61,86.61,42.2,-1.0,0.0,-0.0,0.0,2.57,,,,1873.39,P-ETH-1960-120826
2026-08-11T14:53:26.570271,ETH,put,1940.0,2026-08-12,66.61409154,66.61409154,34.0,-1.0,0.0,-0.0,0.0,16.3,,,,1873.39,P-ETH-1940-120826
2026-08-11T14:53:26.570271,ETH,put,1930.0,2026-08-12,56.90634089,56.90634089,33.4,-0.97622572,0.0019898,-0.89677166,0.0515233,6.0,,,,1873.39,P-ETH-1930-120826
2026-08-11T14:53:26.570271,ETH,put,1920.0,2026-08-12,47.34634743,47.34634743,32.2,-0.9422996,0.00399273,-1.89997646,0.10626097,56.41,,,,1873.39,P-ETH-1920-120826
2026-08-11T14:53:26.570271,ETH,put,1910.0,2026-08-12,38.17180257,38.17180257,31.5,-0.88953992,0.00637059,-3.17360853,0.17343198,16.2,,,,1873.39,P-ETH-1910-120826
2026-08-11T14:53:26.570271,ETH,put,1900.0,2026-08-12,29.54326354,29.54326354,30.8,-0.81681005,0.00906666,-4.41241743,0.24396407,245.11,,,,1873.39,P-ETH-1900-120826
2026-08-11T14:53:26.570271,ETH,put,1890.0,2026-08-12,21.85790437,21.85790437,30.5,-0.7112236,0.01164678,-5.69575846,0.31418092,143.83,,,,1873.39,P-ETH-1890-120826
2026-08-11T14:53:26.570271,ETH,put,1880.0,2026-08-12,15.33735454,15.33735454,30.4,-0.58350842,0.01331393,-6.49937028,0.35886362,511.87,,,,1873.39,P-ETH-1880-120826
2026-08-11T14:53:26.570271,ETH,put,1870.0,2026-08-12,10.18932872,10.18932872,30.6,-0.45465368,0.01332303,-6.70246791,0.36448276,293.96,,,,1873.39,P-ETH-1870-120826
2026-08-11T14:53:26.570271,ETH,put,1860.0,2026-08-12,6.42265816,6.42265816,30.9,-0.3212199,0.01189357,-6.13131053,0.32946152,572.33,,,,1873.39,P-ETH-1860-120826
2026-08-11T14:53:26.570271,ETH,put,1850.0,2026-08-12,3.90635564,3.90635564,31.6,-0.22175877,0.0096798,-5.19522702,0.2735228,188.44,,,,1873.39,P-ETH-1850-120826
2026-08-11T14:53:26.570271,ETH,put,1840.0,2026-08-12,2.28288578,2.28288578,32.4,-0.14312133,0.00710059,-4.08602114,0.20777747,1481.81,,,,1873.39,P-ETH-1840-120826
2026-08-11T14:53:26.570271,ETH,put,1820.0,2026-08-12,0.73261004,0.73261004,34.3,-0.05261758,0.00319641,-2.05150405,0.09877995,1586.37,,,,1873.39,P-ETH-1820-120826
2026-08-11T14:53:26.570271,ETH,put,1800.0,2026-08-12,0.21474781,0.21474781,36.2,-0.01580357,0.00112349,-0.79363659,0.03643509,5139.03,,,,1873.39,P-ETH-1800-120826
2026-08-11T14:53:26.570271,ETH,put,1780.0,2026-08-12,0.10743747,0.10743747,40.9,-0.0079254,0.00054616,-0.49184959,0.01999187,2612.9,,,,1873.39,P-ETH-1780-120826
2026-08-11T14:53:26.570271,ETH,call,2020.0,2026-08-12,0.05340807,0.05340807,52.8,0.0034825,0.00020101,-0.30955137,0.00962222,2163.51,,,,1873.39,C-ETH-2020-120826
2026-08-11T14:53:26.570271,ETH,call,2000.0,2026-08-12,0.0536092,0.0536092,46.5,0.00390396,0.0002524,-0.30259512,0.01065958,654.35,,,,1873.39,C-ETH-2000-120826
2026-08-11T14:53:26.570271,ETH,call,1980.0,2026-08-12,0.10192335,0.10192335,43.1,0.0075488,0.00048934,-0.50388902,0.01915275,2842.05,,,,1873.39,C-ETH-1980-120826
2026-08-11T14:53:26.570271,ETH,call,1960.0,2026-08-12,0.10118224,0.10118224,36.0,0.00890997,0.00068037,-0.48497478,0.02216324,1628.37,,,,1873.39,C-ETH-1960-120826
2026-08-11T14:53:26.570271,ETH,call,1940.0,2026-08-12,0.28982753,0.28982753,33.4,0.0243216,0.0017327,-1.07000136,0.05252952,1900.26,,,,1873.39,C-ETH-1940-120826
2026-08-11T14:53:26.570271,ETH,call,1930.0,2026-08-12,0.53839284,0.53839284,32.5,0.04214235,0.00278496,-1.64941287,0.08266817,127.6,,,,1873.39,C-ETH-1930-120826
2026-08-11T14:53:26.570271,ETH,call,1920.0,2026-08-12,0.96333037,0.96333037,31.5,0.07261994,0.00443657,-2.44380741,0.12704514,1202.04,,,,1873.39,C-ETH-1920-120826
2026-08-11T14:53:26.570271,ETH,call,1910.0,2026-08-12,1.74917719,1.74917719,30.8,0.11773182,0.00646057,-3.42697527,0.18148848,186.81,,,,1873.39,C-ETH-1910-120826
2026-08-11T14:53:26.570271,ETH,call,1900.0,2026-08-12,3.19399149,3.19399149,30.6,0.19073239,0.00900533,-4.66997548,0.25012697,2045.32,,,,1873.39,C-ETH-1900-120826
2026-08-11T14:53:26.570271,ETH,call,1890.0,2026-08-12,5.46353916,5.46353916,30.2,0.29737627,0.01153607,-5.90919779,0.31854596,200.75,,,,1873.39,C-ETH-1890-120826
2026-08-11T14:53:26.570271,ETH,call,1880.0,2026-08-12,8.95715657,8.95715657,30.2,0.41560657,0.01301139,-6.64392494,0.35865365,343.29,,,,1873.39,C-ETH-1880-120826
2026-08-11T14:53:26.570271,ETH,call,1870.0,2026-08-12,13.81289567,13.81289567,30.4,0.55220647,0.01308285,-6.79676493,0.36381542,84.39,,,,1873.39,C-ETH-1870-120826
2026-08-11T14:53:26.570271,ETH,call,1860.0,2026-08-12,20.02645275,20.02645275,30.7,0.66918344,0.01179728,-6.33137908,0.33335262,74.15,,,,1873.39,C-ETH-1860-120826
2026-08-11T14:53:26.570271,ETH,call,1850.0,2026-08-12,27.49832763,27.49832763,31.3,0.77291366,0.00958671,-5.38895578,0.27723016,18.05,,,,1873.39,C-ETH-1850-120826
2026-08-11T14:53:26.570271,ETH,call,1840.0,2026-08-12,35.88706188,35.88706188,32.0,0.84581477,0.0070758,-4.52973073,0.21840603,2.24,,,,1873.39,C-ETH-1840-120826
2026-08-11T14:53:26.570271,ETH,call,1820.0,2026-08-12,54.3071728,54.3071728,33.1,0.9389959,0.00340681,-2.42988499,0.11100231,5.01,,,,1873.39,C-ETH-1820-120826
2026-08-11T14:53:26.570271,ETH,call,1800.0,2026-08-12,73.74222137,73.74222137,30.5,0.97538293,0.00149818,-1.26286667,0.05307162,3.5,,,,1873.39,C-ETH-1800-120826
2026-08-11T14:53:26.570271,ETH,call,1780.0,2026-08-12,93.61149378,93.61149378,5.0,0.99302401,0.00049472,-0.43366048,0.01787055,0.25,,,,1873.39,C-ETH-1780-120826
2026-08-11T14:53:26.570271,ETH,put,1830.0,2026-08-12,1.29492621,1.29492621,33.2,-0.08409748,0.00478519,-2.83059685,0.14198858,0.0,,,,1873.39,P-ETH-1830-120826
2026-08-11T14:53:26.570271,ETH,call,1830.0,2026-08-12,44.87645744,44.87645744,32.5,0.90743614,0.00493653,-3.16558269,0.1525139,0.0,,,,1873.39,C-ETH-1830-120826
